X,Y,room_id,host_id,room_type,country,city,neighborho,address,reviews,overall_sa,accommodat,bedrooms,bathrooms,price,deleted,minstay,timestamp,latitude,longitude,survey_i
-71.095448,42.381439,1598621,8522669,Private room,United States,Somerville,Somerville,Walnut Street,22,4.500000000000000,2,1,1.000000000000000,95,0,2,06:11.3,42.381439000000000,-71.095448000000005,2
-71.119664,42.399314,885677,4695018,Private room,United States,Somerville,Somerville,Kenwood Street,21,4.000000000000000,2,1,1.000000000000000,48,0,2,17:45.2,42.399313999999997,-71.119664000000000,2
-71.124879,42.39595,671487,2244099,Entire home/apt,United States,Somerville,Somerville,Orchard Street,21,5.000000000000000,,5,3.000000000000000,600,0,2,28:48.6,42.395949999999999,-71.124879000000007,2
-71.084353,42.389418,863251,4292091,Entire home/apt,United States,Somerville,Somerville,Michigan Avenue,21,4.000000000000000,,3,1.000000000000000,295,0,3,05:20.7,42.389417999999999,-71.084352999999993,2
-71.129319,42.411408,3780046,16681075,Entire home/apt,United States,Somerville,Somerville,North Street,20,5.000000000000000,4,2,1.000000000000000,205,0,2,45:24.5,42.411408000000002,-71.129318999999995,2
-71.10007,42.380513,3585777,15937815,Private room,United States,Somerville,Somerville,Bow Street,19,5.000000000000000,1,1,1.000000000000000,55,0,1,53:19.5,42.380513000000001,-71.100070000000002,2
-71.081226,42.381757,5757612,29860335,Entire home/apt,United States,Somerville,Somerville,Crescent Street,19,5.000000000000000,3,2,1.000000000000000,130,0,1,10:09.4,42.381757000000000,-71.081226000000001,2
-71.118771,42.39601,4041681,248693,Private room,United States,Somerville,Somerville,Highland Avenue,18,5.000000000000000,2,1,1.000000000000000,100,0,2,37:59.5,42.396009999999997,-71.118770999999995,2
-71.121961,42.402975,5278225,20517263,Private room,United States,Somerville,Somerville,Powder House Boulevard,18,4.500000000000000,2,1,1.000000000000000,65,0,1,06:19.4,42.402974999999998,-71.121960999999999,2
-71.101915,42.383301,1574583,7918311,Entire home/apt,United States,Somerville,Somerville,Quincy Str,18,4.000000000000000,3,1,1.000000000000000,125,0,2,35:11.0,42.383301000000003,-71.101915000000005,2
-71.084671,42.381696,5550670,19246369,Private room,United States,Somerville,Somerville,Franklin Avenue,17,3.500000000000000,1,1,1.000000000000000,39,0,2,47:29.9,42.381695999999998,-71.084671000000000,2
-71.084015,42.383276,5761461,29514895,Private room,United States,Somerville,Somerville,Flint Street,17,5.000000000000000,2,1,1.000000000000000,110,0,2,02:49.8,42.383276000000002,-71.084014999999994,2
-71.119169,42.393977,2716577,3631249,Private room,United States,Somerville,"Cutter Avenue, Somervill",Cutter Avenue,17,5.000000000000000,1,1,1.000000000000000,139,0,1,18:19.7,42.393977000000000,-71.119168999999999,2
-71.103168,42.396708,2358105,7918311,Entire home/apt,United States,Medford,Medford,Shapley Av,17,4.500000000000000,,3,1.000000000000000,195,0,,08:01.8,42.396707999999997,-71.103167999999997,2
-71.104684,42.396946,2811139,7918311,Entire home/apt,United States,Medford,Medford,Shapley Avenue,17,4.500000000000000,,3,1.000000000000000,199,0,2,49:05.0,42.396946000000000,-71.104684000000006,2
-71.118354,42.39803,4704480,14419148,Entire home/apt,United States,Somerville,Somerville,Summit Street,17,5.000000000000000,4,1,1.000000000000000,200,0,2,41:39.4,42.398029999999999,-71.118353999999997,2
-71.084071,42.384362,4611164,19656287,Entire home/apt,United States,Somerville,Somerville,Webster Street,17,4.500000000000000,5,3,1.500000000000000,220,0,1,40:24.1,42.384362000000003,-71.084070999999994,2
-71.10163,42.387732,4461382,21647970,Entire home/apt,United States,Somerville,Somerville,Oxford Street,17,4.500000000000000,,2,1.000000000000000,199,0,1,37:28.2,42.387732000000000,-71.101630000000000,2
-71.102399,42.387561,3309912,817188,Private room,United States,Somerville,Somerville,Oxford Street,16,4.500000000000000,2,1,1.000000000000000,70,0,2,14:22.2,42.387560999999998,-71.102399000000005,2
-71.107038,42.37885,3133359,15911168,Private room,United States,Somerville,Somerville,Dimick Street,16,5.000000000000000,2,1,1.000000000000000,115,0,1,44:35.1,42.378850000000000,-71.107038000000003,2
-71.120218,42.396149,1048902,2597622,Private room,United States,Somerville,Somerville,Grove Street,16,4.500000000000000,2,1,1.000000000000000,75,0,1,36:31.1,42.396149000000001,-71.120217999999994,2
-71.096896,42.385104,2634638,6238225,Entire home/apt,United States,Somerville,Somerville,Lee Street,16,4.500000000000000,3,1,1.000000000000000,100,0,2,43:07.1,42.385103999999998,-71.096896000000001,2
-71.093505,42.391061,2130810,3868104,Entire home/apt,United States,Somerville,Somerville,Marshall Street,16,5.000000000000000,,3,2.000000000000000,300,0,2,34:26.6,42.391061000000001,-71.093504999999993,2
-71.101626,42.375574,25316,104880,Private room,United States,Somerville,Somerville,Wyatt St,15,5.000000000000000,1,1,2.000000000000000,65,0,2,16:41.3,42.375574000000000,-71.101625999999996,2
-71.098586,42.37581,4266608,21420925,Private room,United States,Cambridge,Somerville,Oak St,15,5.000000000000000,2,1,1.000000000000000,100,0,2,59:05.4,42.375810000000001,-71.098585999999997,2
-71.091744,42.378578,4948935,25506268,Private room,United States,Somerville,Somerville,Linden Street,15,5.000000000000000,2,1,1.000000000000000,85,0,3,43:33.2,42.378577999999997,-71.091744000000006,2
-71.0921,42.392429,1347262,7309697,Private room,United States,Somerville,Somerville,Hanson Street,15,4.500000000000000,1,1,1.000000000000000,78,0,2,21:10.8,42.392429000000000,-71.092100000000002,2
-71.115291,42.397013,4103034,1681460,Private room,United States,Somerville,Somerville,Willow Avenue,15,4.500000000000000,2,1,1.500000000000000,95,0,1,56:51.5,42.397013000000001,-71.115290999999999,2
-71.08804,42.392476,5979913,15154687,Private room,United States,Somerville,"Myrtle St, Somervill",Myrtle St,15,4.500000000000000,2,1,1.500000000000000,65,0,1,16:22.3,42.392476000000002,-71.088040000000007,2
-71.09428,42.384754,4816303,10231065,Entire home/apt,United States,Somerville,Somerville,Hamlet Street,15,5.000000000000000,2,0,1.000000000000000,155,0,1,19:41.0,42.384754000000001,-71.094279999999998,2
-71.105845,42.396474,2676037,7918311,Entire home/apt,United States,Medford,Somerville,Shapley Ave,15,5.000000000000000,,3,1.000000000000000,195,0,,33:53.9,42.396473999999998,-71.105845000000002,2
-71.10291,42.386222,4764965,21647970,Entire home/apt,United States,Somerville,Somerville,Oxford Street,15,5.000000000000000,5,2,1.000000000000000,249,0,1,15:55.9,42.386221999999997,-71.102909999999994,2
-71.115411,42.386061,1130655,6203069,Private room,United States,Cambridge,Cambridge,Forest Street,14,5.000000000000000,1,1,1.000000000000000,150,0,2,57:47.9,42.386060999999998,-71.115410999999995,1
-71.125734,42.396513,4170593,639972,Private room,United States,Cambridge,Cambridge,Meacham Road,14,5.000000000000000,2,1,1.000000000000000,129,0,1,02:34.0,42.396512999999999,-71.125733999999994,2
-71.115411,42.386061,1130655,6203069,Private room,United States,Cambridge,Cambridge,Forest Street,14,5.000000000000000,1,1,1.000000000000000,150,0,2,40:55.2,42.386060999999998,-71.115410999999995,2
-71.113583,42.386076,4184365,48805,Private room,United States,Cambridge,Cambridg,Cambridg,14,4.500000000000000,3,1,1.500000000000000,90,0,1,42:34.5,42.386076000000003,-71.113583000000006,2
-71.100761,42.378322,2625993,5548596,Entire home/apt,United States,Somerville,Somerville,Perry Street,14,4.500000000000000,3,1,1.000000000000000,120,0,3,28:22.8,42.378321999999997,-71.100761000000006,2
-71.11154,42.389,5470020,26550996,Private room,United States,Somerville,Somerville,Linden Avenue,13,5.000000000000000,2,1,1.000000000000000,115,0,,46:26.7,42.389000000000003,-71.111540000000005,2
-71.107037,42.380453,3112443,3538625,Private room,United States,Somerville,Somerville,Park Street,13,4.500000000000000,2,1,1.000000000000000,80,0,2,05:44.2,42.380453000000003,-71.107037000000005,2
-71.090777,42.375532,3331928,16821092,Private room,United States,Cambridge,Somerville,Willow Street,13,4.000000000000000,2,1,1.000000000000000,120,0,2,21:30.5,42.375532000000000,-71.090777000000003,2
-71.084773,42.388398,2131719,230864,Entire home/apt,United States,Somerville,Somerville,Cross Street East,13,4.500000000000000,4,2,1.000000000000000,69,0,1,25:16.5,42.388398000000002,-71.084772999999998,2
-71.104607,42.376664,3963227,15911168,Entire home/apt,United States,Somerville,"Dimick Street, Somervill",Dimick Street,13,4.500000000000000,4,1,1.000000000000000,245,0,1,11:05.1,42.376663999999998,-71.104607000000001,2
-71.132652,42.404043,3913103,17925722,Private room,United States,Somerville,"Victoria Street, Somervill",Victoria Street,12,4.500000000000000,2,1,1.000000000000000,75,0,2,59:08.8,42.404043000000001,-71.132651999999993,2
-71.095072,42.377253,3414591,7783579,Private room,United States,Somerville,Somerville,Linden Street,12,5.000000000000000,2,1,1.000000000000000,125,0,3,40:22.0,42.377253000000003,-71.095072000000002,2
-71.099344,42.3904,4065967,20021765,Private room,United States,Somerville,Somerville,Sycamore Street,12,5.000000000000000,2,1,1.500000000000000,70,0,3,15:00.0,42.390400000000000,-71.099344000000002,2
-71.098811,42.377373,2397021,272774,Entire home/apt,United States,Somerville,Somerville,Springfield Street,12,5.000000000000000,2,1,1.000000000000000,150,0,2,55:01.4,42.377372999999999,-71.098810999999998,2
-71.103371,42.375068,454369,1248341,Private room,United States,Cambridge,Cambridge,Fayette Street,11,5.000000000000000,1,1,1.000000000000000,140,0,1,07:03.6,42.375067999999999,-71.103370999999996,1
-71.103371,42.375068,454369,1248341,Private room,United States,Cambridge,Cambridge,Fayette Street,11,5.000000000000000,1,1,1.000000000000000,140,0,1,35:12.0,42.375067999999999,-71.103370999999996,2
-71.094557,42.380676,5880498,9513608,Private room,United States,Somerville,Somerville,Homer Square,11,4.500000000000000,2,1,1.000000000000000,85,0,2,57:02.9,42.380676000000001,-71.094556999999995,2
-71.11788,42.400681,1175229,4695018,Private room,United States,Somerville,Somerville,Kenwood Street,11,4.000000000000000,2,1,1.000000000000000,58,0,2,10:03.3,42.400680999999999,-71.117880000000000,2
-71.103227,42.374768,1132226,1248341,Entire home/apt,United States,Cambridge,Cambridge,Fayette Street,11,4.500000000000000,,2,1.000000000000000,200,0,5,56:32.8,42.374768000000003,-71.103227000000004,2
-71.112603,42.39829,1798834,290132,Entire home/apt,United States,Somerville,Somerville,Highland Road,11,4.500000000000000,2,1,1.000000000000000,175,0,2,51:37.3,42.398290000000003,-71.112602999999993,2
-71.096931,42.396221,2659303,13522264,Entire home/apt,United States,Somerville,Somerville,Central Street,11,5.000000000000000,4,2,1.500000000000000,275,0,2,27:41.9,42.396220999999997,-71.096930999999998,2
